dep;jour;pop;T
39;2020-05-22;257849;188
40;2020-05-22;411979;186
41;2020-05-22;327835;187
42;2020-05-22;764737;544
43;2020-05-22;226901;97
44;2020-05-22;1437137;686
45;2020-05-22;682890;786
46;2020-05-22;173166;66
47;2020-05-22;330336;131
48;2020-05-22;76286;71
49;2020-05-22;815881;647
50;2020-05-22;490669;242
51;2020-05-22;563823;387
52;2020-05-22;169250;54
53;2020-05-22;305365;135
54;2020-05-22;730398;859
55;2020-05-22;181641;246
56;2020-05-22;755566;295
57;2020-05-22;1035866;1120
58;2020-05-22;199596;104
59;2020-05-22;2588988;2832
60;2020-05-22;825077;424
61;2020-05-22;276903;260
62;2020-05-22;1452778;916
63;2020-05-22;660240;419
64;2020-05-22;683169;369
65;2020-05-22;226839;176
66;2020-05-22;479000;270
67;2020-05-22;1132607;1169
68;2020-05-22;763204;659
69;2020-05-22;1876051;1490
70;2020-05-22;233194;167
71;2020-05-22;547824;531
72;2020-05-22;560227;282
73;2020-05-22;432548;186
74;2020-05-22;828405;399
75;2020-05-22;2148271;1991
76;2020-05-22;1243788;457
77;2020-05-22;1423607;1129
78;2020-05-22;1448625;1016
79;2020-05-22;372627;297
80;2020-05-22;569769;349
81;2020-05-22;387898;429
82;2020-05-22;262618;143
83;2020-05-22;1073836;805
84;2020-05-22;560997;312
85;2020-05-22;683187;352
86;2020-05-22;437398;717
87;2020-05-22;370774;131
88;2020-05-22;359520;340
89;2020-05-22;332096;387
90;2020-05-22;140145;53
91;2020-05-22;1319401;1015
92;2020-05-22;1613762;1520
93;2020-05-22;1670149;1034
94;2020-05-22;1406041;1373
95;2020-05-22;1248354;830
971;2020-05-22;376879;164
972;2020-05-22;358749;4
973;2020-05-22;290691;163
974;2020-05-22;859959;794
975;2020-05-22;5997;0
976;2020-05-22;279471;19
977;2020-05-22;9961;5
978;2020-05-22;35334;10
01;2020-05-23;656955;152
02;2020-05-23;526050;84
03;2020-05-23;331315;114
04;2020-05-23;165197;39
05;2020-05-23;141756;11
06;2020-05-23;1079396;315
07;2020-05-23;326875;52
08;2020-05-23;265531;49
09;2020-05-23;152398;11
10;2020-05-23;309907;43
11;2020-05-23;372705;78
12;2020-05-23;278360;70
13;2020-05-23;2034469;1001
14;2020-05-23;691453;319
15;2020-05-23;142811;21
16;2020-05-23;348180;79
17;2020-05-23;647080;44
18;2020-05-23;296404;22
19;2020-05-23;240336;68
21;2020-05-23;532886;132
22;2020-05-23;596186;341
23;2020-05-23;116270;65
24;2020-05-23;408393;88
25;2020-05-23;539449;164
26;2020-05-23;520560;80
27;2020-05-23;600687;70
28;2020-05-23;429425;51
29;2020-05-23;906554;224
2A;2020-05-23;162421;108
2B;2020-05-23;182258;18
30;2020-05-23;748468;142
31;2020-05-23;1400935;287
32;2020-05-23;190040;32
33;2020-05-23;1633440;334
34;2020-05-23;1176145;551
35;2020-05-23;1082073;264
36;2020-05-23;217139;34
37;2020-05-23;605380;383
38;2020-05-23;1264979;289
39;2020-05-23;257849;87
40;2020-05-23;411979;74
41;2020-05-23;327835;69
42;2020-05-23;764737;368
43;2020-05-23;226901;42
44;2020-05-23;1437137;380
45;2020-05-23;682890;242
46;2020-05-23;173166;13
47;2020-05-23;330336;37
48;2020-05-23;76286;47
49;2020-05-23;815881;219
50;2020-05-23;490669;76
51;2020-05-23;563823;82
52;2020-05-23;169250;37
53;2020-05-23;305365;48
54;2020-05-23;730398;380
55;2020-05-23;181641;63
56;2020-05-23;755566;202
57;2020-05-23;1035866;392
58;2020-05-23;199596;32
59;2020-05-23;2588988;1173
60;2020-05-23;825077;135
61;2020-05-23;276903;108
62;2020-05-23;1452778;262
63;2020-05-23;660240;242
64;2020-05-23;683169;80
65;2020-05-23;226839;41
66;2020-05-23;479000;25
67;2020-05-23;1132607;457
68;2020-05-23;763204;272
69;2020-05-23;1876051;466
70;2020-05-23;233194;80
71;2020-05-23;547824;171
72;2020-05-23;560227;169
73;2020-05-23;432548;136
74;2020-05-23;828405;224
75;2020-05-23;2148271;619
76;2020-05-23;1243788;213
77;2020-05-23;1423607;483
78;2020-05-23;1448625;275
79;2020-05-23;372627;105
80;2020-05-23;569769;284
81;2020-05-23;387898;114
82;2020-05-23;262618;67
83;2020-05-23;1073836;184
84;2020-05-23;560997;91
85;2020-05-23;683187;226
86;2020-05-23;437398;710
87;2020-05-23;370774;79
88;2020-05-23;359520;100
89;2020-05-23;332096;196
90;2020-05-23;140145;19
91;2020-05-23;1319401;223
92;2020-05-23;1613762;372
93;2020-05-23;1670149;351
94;2020-05-23;1406041;373
95;2020-05-23;1248354;220
971;2020-05-23;376879;15
972;2020-05-23;358749;49
973;2020-05-23;290691;205
974;2020-05-23;859959;339
975;2020-05-23;5997;0
976;2020-05-23;279471;22
977;2020-05-23;9961;1
978;2020-05-23;35334;4
01;2020-05-24;656955;51
02;2020-05-24;526050;16
03;2020-05-24;331315;29
04;2020-05-24;165197;14
05;2020-05-24;141756;8
06;2020-05-24;1079396;88
07;2020-05-24;326875;12
08;2020-05-24;265531;16
09;2020-05-24;152398;3
10;2020-05-24;309907;19
11;2020-05-24;372705;33
12;2020-05-24;278360;14
13;2020-05-24;2034469;370
14;2020-05-24;691453;180
15;2020-05-24;142811;10
16;2020-05-24;348180;16
17;2020-05-24;647080;32
18;2020-05-24;296404;7
19;2020-05-24;240336;21
21;2020-05-24;532886;74
22;2020-05-24;596186;126
23;2020-05-24;116270;11
24;2020-05-24;408393;26
25;2020-05-24;539449;45
26;2020-05-24;520560;18
27;2020-05-24;600687;58
28;2020-05-24;429425;34
29;2020-05-24;906554;61
2A;2020-05-24;162421;29
2B;2020-05-24;182258;15
30;2020-05-24;748468;131
31;2020-05-24;1400935;166
32;2020-05-24;190040;13
33;2020-05-24;1633440;140
34;2020-05-24;1176145;156
35;2020-05-24;1082073;84
36;2020-05-24;217139;7
37;2020-05-24;605380;135
38;2020-05-24;1264979;78
39;2020-05-24;257849;37
40;2020-05-24;411979;15
41;2020-05-24;327835;20
42;2020-05-24;764737;125
43;2020-05-24;226901;19
44;2020-05-24;1437137;102
45;2020-05-24;682890;115
46;2020-05-24;173166;11
47;2020-05-24;330336;24
48;2020-05-24;76286;16
49;2020-05-24;815881;92
50;2020-05-24;490669;51
51;2020-05-24;563823;42
52;2020-05-24;169250;10
53;2020-05-24;305365;14
54;2020-05-24;730398;80
55;2020-05-24;181641;2
56;2020-05-24;755566;69
57;2020-05-24;1035866;109
58;2020-05-24;199596;36
59;2020-05-24;2588988;189
60;2020-05-24;825077;79
61;2020-05-24;276903;37
62;2020-05-24;1452778;112
63;2020-05-24;660240;85
64;2020-05-24;683169;42
65;2020-05-24;226839;15
66;2020-05-24;479000;13
67;2020-05-24;1132607;96
68;2020-05-24;763204;54
69;2020-05-24;1876051;199
70;2020-05-24;233194;8
71;2020-05-24;547824;90
72;2020-05-24;560227;94
73;2020-05-24;432548;36
74;2020-05-24;828405;49
75;2020-05-24;2148271;305
76;2020-05-24;1243788;199
77;2020-05-24;1423607;201
78;2020-05-24;1448625;99
79;2020-05-24;372627;27
80;2020-05-24;569769;84
81;2020-05-24;387898;52
82;2020-05-24;262618;17
83;2020-05-24;1073836;32
84;2020-05-24;560997;55
85;2020-05-24;683187;54
86;2020-05-24;437398;10
87;2020-05-24;370774;12
88;2020-05-24;359520;50
89;2020-05-24;332096;61
90;2020-05-24;140145;2
91;2020-05-24;1319401;118
92;2020-05-24;1613762;189
93;2020-05-24;1670149;221
94;2020-05-24;1406041;239
95;2020-05-24;1248354;130
971;2020-05-24;376879;4
972;2020-05-24;358749;0
973;2020-05-24;290691;227
974;2020-05-24;859959;232
975;2020-05-24;5997;0
976;2020-05-24;279471;21
977;2020-05-24;9961;0
978;2020-05-24;35334;0
01;2020-05-25;656955;415
02;2020-05-25;526050;244
03;2020-05-25;331315;196
04;2020-05-25;165197;145
05;2020-05-25;141756;66
06;2020-05-25;1079396;1219
07;2020-05-25;326875;137
08;2020-05-25;265531;100
09;2020-05-25;152398;197
10;2020-05-25;309907;199
11;2020-05-25;372705;331
12;2020-05-25;278360;106
13;2020-05-25;2034469;3016
14;2020-05-25;691453;667
15;2020-05-25;142811;66
16;2020-05-25;348180;200
17;2020-05-25;647080;384
18;2020-05-25;296404;113
19;2020-05-25;240336;238
21;2020-05-25;532886;330
22;2020-05-25;596186;536
23;2020-05-25;116270;242
24;2020-05-25;408393;203
25;2020-05-25;539449;346
26;2020-05-25;520560;177
27;2020-05-25;600687;226
28;2020-05-25;429425;221
29;2020-05-25;906554;408
2A;2020-05-25;162421;246
2B;2020-05-25;182258;127
30;2020-05-25;748468;577
31;2020-05-25;1400935;1314
32;2020-05-25;190040;180
33;2020-05-25;1633440;939
34;2020-05-25;1176145;1609
35;2020-05-25;1082073;464
36;2020-05-25;217139;81
37;2020-05-25;605380;562
38;2020-05-25;1264979;750
39;2020-05-25;257849;192
40;2020-05-25;411979;170
41;2020-05-25;327835;162
42;2020-05-25;764737;643
43;2020-05-25;226901;130
44;2020-05-25;1437137;634
45;2020-05-25;682890;711
46;2020-05-25;173166;79
47;2020-05-25;330336;132
48;2020-05-25;76286;61
49;2020-05-25;815881;551
50;2020-05-25;490669;233
51;2020-05-25;563823;396
52;2020-05-25;169250;124
53;2020-05-25;305365;102
54;2020-05-25;730398;882
55;2020-05-25;181641;306
56;2020-05-25;755566;354
57;2020-05-25;1035866;958
58;2020-05-25;199596;147
59;2020-05-25;2588988;2359
60;2020-05-25;825077;321
61;2020-05-25;276903;193
62;2020-05-25;1452778;975
63;2020-05-25;660240;555
64;2020-05-25;683169;433
65;2020-05-25;226839;272
66;2020-05-25;479000;305
67;2020-05-25;1132607;1279
68;2020-05-25;763204;701
69;2020-05-25;1876051;1683
70;2020-05-25;233194;207
71;2020-05-25;547824;626
72;2020-05-25;560227;248
73;2020-05-25;432548;215
74;2020-05-25;828405;373
75;2020-05-25;2148271;2063
76;2020-05-25;1243788;406
77;2020-05-25;1423607;1143
78;2020-05-25;1448625;1087
79;2020-05-25;372627;530
80;2020-05-25;569769;343
81;2020-05-25;387898;331
82;2020-05-25;262618;126
83;2020-05-25;1073836;812
84;2020-05-25;560997;338
85;2020-05-25;683187;487
86;2020-05-25;437398;533
87;2020-05-25;370774;181
88;2020-05-25;359520;246
89;2020-05-25;332096;388
90;2020-05-25;140145;109
91;2020-05-25;1319401;939
92;2020-05-25;1613762;1681
93;2020-05-25;1670149;1168
94;2020-05-25;1406041;1349
95;2020-05-25;1248354;1026
971;2020-05-25;376879;139
972;2020-05-25;358749;236
973;2020-05-25;290691;173
974;2020-05-25;859959;577
975;2020-05-25;5997;1
976;2020-05-25;279471;27
977;2020-05-25;9961;5
978;2020-05-25;35334;24
01;2020-05-26;656955;522
02;2020-05-26;526050;384
03;2020-05-26;331315;220
04;2020-05-26;165197;89
05;2020-05-26;141756;111
06;2020-05-26;1079396;984
07;2020-05-26;326875;140
08;2020-05-26;265531;122
09;2020-05-26;152398;71
10;2020-05-26;309907;194
11;2020-05-26;372705;254
12;2020-05-26;278360;119
13;2020-05-26;2034469;3476
14;2020-05-26;691453;641
15;2020-05-26;142811;80
16;2020-05-26;348180;203
17;2020-05-26;647080;223
18;2020-05-26;296404;102
19;2020-05-26;240336;308
21;2020-05-26;532886;350
22;2020-05-26;596186;634
23;2020-05-26;116270;253
24;2020-05-26;408393;212
25;2020-05-26;539449;387
26;2020-05-26;520560;211
27;2020-05-26;600687;231
28;2020-05-26;429425;277
29;2020-05-26;906554;358
2A;2020-05-26;162421;172
2B;2020-05-26;182258;73
30;2020-05-26;748468;584
31;2020-05-26;1400935;1318
32;2020-05-26;190040;217
33;2020-05-26;1633440;801
34;2020-05-26;1176145;1354
35;2020-05-26;1082073;481
36;2020-05-26;217139;63
37;2020-05-26;605380;500
38;2020-05-26;1264979;644
39;2020-05-26;257849;153
40;2020-05-26;411979;187
41;2020-05-26;327835;147
42;2020-05-26;764737;675
43;2020-05-26;226901;105
44;2020-05-26;1437137;785
45;2020-05-26;682890;713
46;2020-05-26;173166;63
47;2020-05-26;330336;237
48;2020-05-26;76286;69
49;2020-05-26;815881;543
50;2020-05-26;490669;316
51;2020-05-26;563823;430
52;2020-05-26;169250;86
53;2020-05-26;305365;128
54;2020-05-26;730398;847
55;2020-05-26;181641;319
56;2020-05-26;755566;318
57;2020-05-26;1035866;862
58;2020-05-26;199596;156
59;2020-05-26;2588988;2914
60;2020-05-26;825077;350
61;2020-05-26;276903;194
62;2020-05-26;1452778;876
63;2020-05-26;660240;530
64;2020-05-26;683169;577
65;2020-05-26;226839;138
66;2020-05-26;479000;228
67;2020-05-26;1132607;1269
68;2020-05-26;763204;748
69;2020-05-26;1876051;1493
70;2020-05-26;233194;203
71;2020-05-26;547824;502
72;2020-05-26;560227;313
73;2020-05-26;432548;315
74;2020-05-26;828405;490
75;2020-05-26;2148271;2013
76;2020-05-26;1243788;503
77;2020-05-26;1423607;1606
78;2020-05-26;1448625;1185
79;2020-05-26;372627;1193
80;2020-05-26;569769;437
81;2020-05-26;387898;242
82;2020-05-26;262618;147
83;2020-05-26;1073836;922
84;2020-05-26;560997;224
85;2020-05-26;683187;576
86;2020-05-26;437398;760
87;2020-05-26;370774;282
88;2020-05-26;359520;267
89;2020-05-26;332096;405
90;2020-05-26;140145;118
91;2020-05-26;1319401;1071
92;2020-05-26;1613762;1725
93;2020-05-26;1670149;1167
94;2020-05-26;1406041;1235
95;2020-05-26;1248354;1009
971;2020-05-26;376879;257
972;2020-05-26;358749;211
973;2020-05-26;290691;230
974;2020-05-26;859959;579
975;2020-05-26;5997;0
976;2020-05-26;279471;145
977;2020-05-26;9961;6
978;2020-05-26;35334;8
01;2020-05-27;656955;363
02;2020-05-27;526050;320
03;2020-05-27;331315;182
04;2020-05-27;165197;82
05;2020-05-27;141756;144
06;2020-05-27;1079396;921
07;2020-05-27;326875;110
08;2020-05-27;265531;119
09;2020-05-27;152398;48
10;2020-05-27;309907;178
11;2020-05-27;372705;273
12;2020-05-27;278360;224
13;2020-05-27;2034469;2571
14;2020-05-27;691453;454
15;2020-05-27;142811;65
16;2020-05-27;348180;146
17;2020-05-27;647080;234
18;2020-05-27;296404;193
19;2020-05-27;240336;226
21;2020-05-27;532886;238
22;2020-05-27;596186;500
23;2020-05-27;116270;266
24;2020-05-27;408393;166
25;2020-05-27;539449;359
26;2020-05-27;520560;208
27;2020-05-27;600687;222
28;2020-05-27;429425;189
29;2020-05-27;906554;307
2A;2020-05-27;162421;150
2B;2020-05-27;182258;115
30;2020-05-27;748468;499
31;2020-05-27;1400935;1029
32;2020-05-27;190040;186
33;2020-05-27;1633440;821
34;2020-05-27;1176145;1148
35;2020-05-27;1082073;461
36;2020-05-27;217139;116
37;2020-05-27;605380;412
38;2020-05-27;1264979;584
39;2020-05-27;257849;163
40;2020-05-27;411979;177
41;2020-05-27;327835;126
42;2020-05-27;764737;494
43;2020-05-27;226901;78
44;2020-05-27;1437137;710
45;2020-05-27;682890;521
46;2020-05-27;173166;84
47;2020-05-27;330336;116
48;2020-05-27;76286;81
49;2020-05-27;815881;558
50;2020-05-27;490669;241
51;2020-05-27;563823;301
52;2020-05-27;169250;76
53;2020-05-27;305365;115
54;2020-05-27;730398;608
55;2020-05-27;181641;287
56;2020-05-27;755566;314
57;2020-05-27;1035866;809
58;2020-05-27;199596;151
59;2020-05-27;2588988;2442
60;2020-05-27;825077;295
61;2020-05-27;276903;173
62;2020-05-27;1452778;795
63;2020-05-27;660240;419
64;2020-05-27;683169;567
65;2020-05-27;226839;160
66;2020-05-27;479000;178
67;2020-05-27;1132607;994
68;2020-05-27;763204;629
69;2020-05-27;1876051;1295
70;2020-05-27;233194;196
71;2020-05-27;547824;362
72;2020-05-27;560227;238
73;2020-05-27;432548;204
74;2020-05-27;828405;406
75;2020-05-27;2148271;1875
76;2020-05-27;1243788;519
77;2020-05-27;1423607;930
78;2020-05-27;1448625;1074
79;2020-05-27;372627;839
80;2020-05-27;569769;571
81;2020-05-27;387898;286
82;2020-05-27;262618;296
83;2020-05-27;1073836;722
84;2020-05-27;560997;261
85;2020-05-27;683187;514
86;2020-05-27;437398;777
87;2020-05-27;370774;150
88;2020-05-27;359520;261
89;2020-05-27;332096;339
90;2020-05-27;140145;126
91;2020-05-27;1319401;967
92;2020-05-27;1613762;1496
93;2020-05-27;1670149;1147
94;2020-05-27;1406041;1069
95;2020-05-27;1248354;861
971;2020-05-27;376879;68
972;2020-05-27;358749;170
973;2020-05-27;290691;232
974;2020-05-27;859959;653
975;2020-05-27;5997;0
976;2020-05-27;279471;117
977;2020-05-27;9961;16
978;2020-05-27;35334;7
01;2020-05-28;656955;361
02;2020-05-28;526050;374
03;2020-05-28;331315;127
04;2020-05-28;165197;104
05;2020-05-28;141756;102
06;2020-05-28;1079396;907
07;2020-05-28;326875;117
08;2020-05-28;265531;151
09;2020-05-28;152398;62
10;2020-05-28;309907;164
11;2020-05-28;372705;211
12;2020-05-28;278360;254
13;2020-05-28;2034469;2568
14;2020-05-28;691453;350
15;2020-05-28;142811;59
16;2020-05-28;348180;238
17;2020-05-28;647080;143
18;2020-05-28;296404;113
19;2020-05-28;240336;139
21;2020-05-28;532886;298
22;2020-05-28;596186;417
23;2020-05-28;116270;250
24;2020-05-28;408393;162
25;2020-05-28;539449;320
26;2020-05-28;520560;225
27;2020-05-28;600687;196
28;2020-05-28;429425;193
29;2020-05-28;906554;270
2A;2020-05-28;162421;148
2B;2020-05-28;182258;138
30;2020-05-28;748468;438
31;2020-05-28;1400935;1180
32;2020-05-28;190040;185
33;2020-05-28;1633440;828
34;2020-05-28;1176145;1243
35;2020-05-28;1082073;388
36;2020-05-28;217139;106
37;2020-05-28;605380;447
38;2020-05-28;1264979;579
39;2020-05-28;257849;113
40;2020-05-28;411979;107
41;2020-05-28;327835;130
42;2020-05-28;764737;419
43;2020-05-28;226901;67
44;2020-05-28;1437137;872
45;2020-05-28;682890;597
46;2020-05-28;173166;61
47;2020-05-28;330336;131
48;2020-05-28;76286;57
49;2020-05-28;815881;654
50;2020-05-28;490669;200
51;2020-05-28;563823;250
52;2020-05-28;169250;63
53;2020-05-28;305365;117
54;2020-05-28;730398;640
55;2020-05-28;181641;223
56;2020-05-28;755566;265
57;2020-05-28;1035866;680
58;2020-05-28;199596;124
59;2020-05-28;2588988;2290
60;2020-05-28;825077;496
61;2020-05-28;276903;118
62;2020-05-28;1452778;828
63;2020-05-28;660240;391
64;2020-05-28;683169;510
65;2020-05-28;226839;99
66;2020-05-28;479000;141
67;2020-05-28;1132607;1072
68;2020-05-28;763204;586
69;2020-05-28;1876051;1313
70;2020-05-28;233194;179
71;2020-05-28;547824;349
72;2020-05-28;560227;257
73;2020-05-28;432548;323
74;2020-05-28;828405;339
75;2020-05-28;2148271;1872
76;2020-05-28;1243788;416
77;2020-05-28;1423607;1193
78;2020-05-28;1448625;798
79;2020-05-28;372627;309
80;2020-05-28;569769;727
81;2020-05-28;387898;336
82;2020-05-28;262618;130
83;2020-05-28;1073836;772
84;2020-05-28;560997;209
85;2020-05-28;683187;500
86;2020-05-28;437398;491
87;2020-05-28;370774;282
88;2020-05-28;359520;253
89;2020-05-28;332096;301
90;2020-05-28;140145;84
91;2020-05-28;1319401;856
92;2020-05-28;1613762;1268
93;2020-05-28;1670149;975
94;2020-05-28;1406041;1082
95;2020-05-28;1248354;768
971;2020-05-28;376879;200
972;2020-05-28;358749;135
973;2020-05-28;290691;169
974;2020-05-28;859959;390
975;2020-05-28;5997;0
976;2020-05-28;279471;160
977;2020-05-28;9961;3
978;2020-05-28;35334;23
01;2020-05-29;656955;336
02;2020-05-29;526050;317
03;2020-05-29;331315;193
04;2020-05-29;165197;119
05;2020-05-29;141756;52
06;2020-05-29;1079396;1137
07;2020-05-29;326875;93
08;2020-05-29;265531;82
09;2020-05-29;152398;46
10;2020-05-29;309907;188
11;2020-05-29;372705;245
12;2020-05-29;278360;115
13;2020-05-29;2034469;2827
14;2020-05-29;691453;501
15;2020-05-29;142811;89
16;2020-05-29;348180;149
17;2020-05-29;647080;139
18;2020-05-29;296404;144
19;2020-05-29;240336;173
21;2020-05-29;532886;297
22;2020-05-29;596186;356
23;2020-05-29;116270;153
24;2020-05-29;408393;155
25;2020-05-29;539449;328
26;2020-05-29;520560;191
27;2020-05-29;600687;200
28;2020-05-29;429425;255
29;2020-05-29;906554;284
2A;2020-05-29;162421;151
2B;2020-05-29;182258;106
30;2020-05-29;748468;568
31;2020-05-29;1400935;981
32;2020-05-29;190040;321
33;2020-05-29;1633440;1136
34;2020-05-29;1176145;1631
35;2020-05-29;1082073;386
36;2020-05-29;217139;52
37;2020-05-29;605380;503
38;2020-05-29;1264979;739
39;2020-05-29;257849;106
40;2020-05-29;411979;161
41;2020-05-29;327835;138
42;2020-05-29;764737;491
43;2020-05-29;226901;78
44;2020-05-29;1437137;1104
45;2020-05-29;682890;585
46;2020-05-29;173166;88
47;2020-05-29;330336;110
48;2020-05-29;76286;73
49;2020-05-29;815881;571
50;2020-05-29;490669;240
51;2020-05-29;563823;309
52;2020-05-29;169250;91
53;2020-05-29;305365;125
54;2020-05-29;730398;787
55;2020-05-29;181641;265
56;2020-05-29;755566;225
57;2020-05-29;1035866;975
58;2020-05-29;199596;87
59;2020-05-29;2588988;2455
60;2020-05-29;825077;330
61;2020-05-29;276903;223
62;2020-05-29;1452778;934
63;2020-05-29;660240;442
64;2020-05-29;683169;524
65;2020-05-29;226839;186
66;2020-05-29;479000;266
67;2020-05-29;1132607;1243
68;2020-05-29;763204;706
69;2020-05-29;1876051;1508
70;2020-05-29;233194;178
71;2020-05-29;547824;420
72;2020-05-29;560227;272
73;2020-05-29;432548;267
74;2020-05-29;828405;375
75;2020-05-29;2148271;2304
76;2020-05-29;1243788;476
77;2020-05-29;1423607;1109
78;2020-05-29;1448625;1116
79;2020-05-29;372627;231
80;2020-05-29;569769;814
81;2020-05-29;387898;191
82;2020-05-29;262618;133
83;2020-05-29;1073836;876
84;2020-05-29;560997;303
85;2020-05-29;683187;604
86;2020-05-29;437398;520
87;2020-05-29;370774;164
88;2020-05-29;359520;318
89;2020-05-29;332096;405
90;2020-05-29;140145;172
91;2020-05-29;1319401;1064
92;2020-05-29;1613762;1395
93;2020-05-29;1670149;1188
94;2020-05-29;1406041;1210
95;2020-05-29;1248354;809
971;2020-05-29;376879;134
972;2020-05-29;358749;219
973;2020-05-29;290691;95
974;2020-05-29;859959;685
975;2020-05-29;5997;0
976;2020-05-29;279471;140
977;2020-05-29;9961;23
978;2020-05-29;35334;11
01;2020-05-30;656955;188
02;2020-05-30;526050;125
03;2020-05-30;331315;185
04;2020-05-30;165197;27
05;2020-05-30;141756;11
06;2020-05-30;1079396;417
07;2020-05-30;326875;48
08;2020-05-30;265531;58
09;2020-05-30;152398;19
10;2020-05-30;309907;45
11;2020-05-30;372705;85
12;2020-05-30;278360;68
13;2020-05-30;2034469;1157
14;2020-05-30;691453;385
15;2020-05-30;142811;15
16;2020-05-30;348180;54
17;2020-05-30;647080;70
18;2020-05-30;296404;26
19;2020-05-30;240336;61
21;2020-05-30;532886;166
22;2020-05-30;596186;192
23;2020-05-30;116270;78
24;2020-05-30;408393;102
25;2020-05-30;539449;231
26;2020-05-30;520560;80
27;2020-05-30;600687;60
28;2020-05-30;429425;96
29;2020-05-30;906554;156
2A;2020-05-30;162421;116
2B;2020-05-30;182258;33
30;2020-05-30;748468;266
31;2020-05-30;1400935;244
